pedido_id,fecha,cliente_id,producto_id,nombre_producto,categoria,unidades,precio_unitario,importe_total
P6166,2024-11-07,C188,F002,Amoxicilina,antibiótico,80,0.3,24.0
P6167,2021-04-15,C005,F005,Paracetamol,analgésico,75,0.15,11.25
P6168,2022-11-27,C093,F001,Insulina Lantus,hormona,55,22.0,1210.0
P6169,2022-09-27,C035,F003,Ventolin,broncodilatador,50,4.75,237.5
P6170,2024-09-12,C002,F002,Amoxicilina,antibiótico,17,0.3,5.1
P6171,2023-05-07,C144,F005,Paracetamol,analgésico,56,0.15,8.4
P6172,2021-11-01,C119,F005,Paracetamol,analgésico,76,0.15,11.4
P6173,2024-05-16,C147,F005,Paracetamol,analgésico,91,0.15,13.65
P6174,2024-02-29,C029,F007,Metformina,antidiabético,75,0.18,13.5
P6175,2023-09-25,C028,F006,Augmentine,antibiótico,19,0.45,8.55
P6176,2022-06-19,C085,F003,Ventolin,broncodilatador,88,4.75,418.0
P6177,2024-09-14,C145,F007,Metformina,antidiabético,27,0.18,4.86
P6178,2021-08-18,C200,F001,Insulina Lantus,hormona,11,22.0,242.0
P6179,2023-07-27,C092,F005,Paracetamol,analgésico,18,0.15,2.7
P6180,2024-12-19,C132,F007,Metformina,antidiabético,30,0.18,5.4
P6181,2021-06-10,C076,F003,Ventolin,broncodilatador,97,4.75,460.75
P6182,2022-10-23,C173,F001,Insulina Lantus,hormona,3,22.0,66.0
P6183,2023-01-28,C192,F001,Insulina Lantus,hormona,77,22.0,1694.0
P6184,2023-02-21,C029,F006,Augmentine,antibiótico,72,0.45,32.4
P6185,2023-11-28,C004,F004,Remdesivir,antiviral,41,400.0,16400.0
P6186,2024-08-29,C001,F006,Augmentine,antibiótico,108,0.45,48.6
P6187,2022-07-26,C047,F006,Augmentine,antibiótico,46,0.45,20.7
P6188,2023-06-25,C127,F002,Amoxicilina,antibiótico,112,0.3,33.6
P6189,2024-10-13,C189,F002,Amoxicilina,antibiótico,110,0.3,33.0
P6190,2024-01-22,C046,F004,Remdesivir,antiviral,14,400.0,5600.0
P6191,2023-11-10,C052,F003,Ventolin,broncodilatador,48,4.75,228.0
P6192,2021-03-29,C128,F003,Ventolin,broncodilatador,119,4.75,565.25
P6193,2022-11-17,C089,F002,Amoxicilina,antibiótico,59,0.3,17.7
P6194,2024-08-08,C049,F002,Amoxicilina,antibiótico,72,0.3,21.6
P6195,2021-01-07,C197,F006,Augmentine,antibiótico,61,0.45,27.45
P6196,2024-11-12,C105,F001,Insulina Lantus,hormona,31,22.0,682.0
P6197,2022-04-21,C120,F005,Paracetamol,analgésico,45,0.15,6.75
P6198,2022-07-07,C139,F006,Augmentine,antibiótico,114,0.45,51.3
P6199,2022-11-11,C057,F005,Paracetamol,analgésico,35,0.15,5.25
P6200,2024-09-12,C183,F004,Remdesivir,antiviral,70,400.0,28000.0
P6201,2022-05-02,C047,F006,Augmentine,antibiótico,37,0.45,16.65
P6202,2021-04-03,C189,F003,Ventolin,broncodilatador,126,4.75,598.5
P6203,2023-11-15,C076,F005,Paracetamol,analgésico,72,0.15,10.8
P6204,2022-11-18,C159,F005,Paracetamol,analgésico,67,0.15,10.05
P6205,2021-12-03,C041,F002,Amoxicilina,antibiótico,22,0.3,6.6
P6206,2021-06-10,C180,F004,Remdesivir,antiviral,61,400.0,24400.0
P6207,2022-10-15,C189,F004,Remdesivir,antiviral,66,400.0,26400.0
P6208,2023-03-04,C151,F005,Paracetamol,analgésico,143,0.15,21.45
P6209,2023-04-24,C183,F002,Amoxicilina,antibiótico,73,0.3,21.9
P6210,2024-10-06,C105,F007,Metformina,antidiabético,40,0.18,7.2
P6211,2022-07-23,C164,F007,Metformina,antidiabético,102,0.18,18.36
P6212,2024-09-04,C193,F002,Amoxicilina,antibiótico,101,0.3,30.3
P6213,2021-01-13,C046,F004,Remdesivir,antiviral,16,400.0,6400.0
P6214,2023-08-03,C098,F004,Remdesivir,antiviral,24,400.0,9600.0
P6215,2024-03-08,C143,F002,Amoxicilina,antibiótico,38,0.3,11.4
P6216,2021-03-21,C196,F002,Amoxicilina,antibiótico,47,0.3,14.1
P6217,2024-04-06,C003,F001,Insulina Lantus,hormona,75,22.0,1650.0
P6218,2021-11-20,C096,F002,Amoxicilina,antibiótico,3,0.3,0.9
P6219,2024-10-25,C056,F002,Amoxicilina,antibiótico,23,0.3,6.9
P6220,2022-11-21,C155,F003,Ventolin,broncodilatador,93,4.75,441.75
P6221,2024-03-03,C069,F001,Insulina Lantus,hormona,79,22.0,1738.0
P6222,2024-08-07,C157,F005,Paracetamol,analgésico,73,0.15,10.95
P6223,2022-10-11,C127,F007,Metformina,antidiabético,106,0.18,19.08
P6224,2023-01-25,C019,F005,Paracetamol,analgésico,62,0.15,9.3
P6225,2021-01-29,C011,F003,Ventolin,broncodilatador,92,4.75,437.0
P6226,2024-08-19,C037,F003,Ventolin,broncodilatador,33,4.75,156.75
P6227,2022-11-24,C131,F005,Paracetamol,analgésico,12,0.15,1.8
P6228,2022-08-03,C097,F006,Augmentine,antibiótico,57,0.45,25.65
P6229,2023-02-03,C034,F001,Insulina Lantus,hormona,87,22.0,1914.0
P6230,2024-07-27,C086,F006,Augmentine,antibiótico,27,0.45,12.15
P6231,2022-06-19,C097,F001,Insulina Lantus,hormona,47,22.0,1034.0
P6232,2022-10-16,C049,F007,Metformina,antidiabético,42,0.18,7.56
P6233,2023-09-30,C008,F005,Paracetamol,analgésico,71,0.15,10.65
P6234,2021-07-29,C162,F003,Ventolin,broncodilatador,14,4.75,66.5
P6235,2024-07-16,C114,F003,Ventolin,broncodilatador,77,4.75,365.75
P6236,2022-07-27,C147,F006,Augmentine,antibiótico,95,0.45,42.75
P6237,2022-11-16,C055,F001,Insulina Lantus,hormona,15,22.0,330.0
P6238,2021-01-20,C104,F005,Paracetamol,analgésico,21,0.15,3.15
P6239,2024-10-27,C012,F007,Metformina,antidiabético,71,0.18,12.78
P6240,2024-12-10,C081,F007,Metformina,antidiabético,43,0.18,7.74
P6241,2023-01-24,C169,F003,Ventolin,broncodilatador,10,4.75,47.5
P6242,2024-04-04,C123,F004,Remdesivir,antiviral,7,400.0,2800.0
P6243,2021-05-28,C143,F007,Metformina,antidiabético,64,0.18,11.52
P6244,2022-11-28,C053,F006,Augmentine,antibiótico,37,0.45,16.65
P6245,2021-10-20,C169,F002,Amoxicilina,antibiótico,3,0.3,0.9
P6246,2021-10-22,C182,F003,Ventolin,broncodilatador,39,4.75,185.25
P6247,2024-01-19,C113,F001,Insulina Lantus,hormona,59,22.0,1298.0
P6248,2023-02-01,C116,F002,Amoxicilina,antibiótico,21,0.3,6.3
P6249,2023-08-25,C019,F003,Ventolin,broncodilatador,38,4.75,180.5
P6250,2024-08-12,C100,F005,Paracetamol,analgésico,73,0.15,10.95
P6251,2022-12-09,C146,F004,Remdesivir,antiviral,132,400.0,52800.0
P6252,2024-06-09,C165,F003,Ventolin,broncodilatador,62,4.75,294.5
P6253,2022-10-22,C064,F001,Insulina Lantus,hormona,75,22.0,1650.0
P6254,2024-11-24,C039,F004,Remdesivir,antiviral,108,400.0,43200.0
P6255,2024-03-13,C148,F005,Paracetamol,analgésico,1,0.15,0.15
P6256,2023-10-14,C166,F005,Paracetamol,analgésico,92,0.15,13.8
P6257,2022-09-17,C157,F002,Amoxicilina,antibiótico,80,0.3,24.0
P6258,2024-10-11,C066,F005,Paracetamol,analgésico,60,0.15,9.0
P6259,2022-08-22,C191,F007,Metformina,antidiabético,90,0.18,16.2
P6260,2021-12-19,C142,F001,Insulina Lantus,hormona,2,22.0,44.0
P6261,2023-12-16,C018,F002,Amoxicilina,antibiótico,45,0.3,13.5
P6262,2023-12-28,C001,F004,Remdesivir,antiviral,124,400.0,49600.0
P6263,2023-01-21,C035,F003,Ventolin,broncodilatador,44,4.75,209.0
P6264,2023-06-27,C056,F002,Amoxicilina,antibiótico,16,0.3,4.8
P6265,2023-01-25,C161,F007,Metformina,antidiabético,93,0.18,16.74
P6266,2022-10-03,C069,F005,Paracetamol,analgésico,86,0.15,12.9
P6267,2022-06-18,C122,F002,Amoxicilina,antibiótico,24,0.3,7.2
P6268,2022-04-17,C061,F001,Insulina Lantus,hormona,74,22.0,1628.0
P6269,2023-06-14,C033,F004,Remdesivir,antiviral,93,400.0,37200.0
P6270,2024-04-09,C166,F005,Paracetamol,analgésico,104,0.15,15.6
P6271,2022-01-28,C051,F003,Ventolin,broncodilatador,21,4.75,99.75
P6272,2024-07-09,C114,F005,Paracetamol,analgésico,49,0.15,7.35
P6273,2024-09-08,C009,F001,Insulina Lantus,hormona,49,22.0,1078.0
P6274,2024-02-01,C009,F004,Remdesivir,antiviral,51,400.0,20400.0
P6275,2021-02-14,C147,F004,Remdesivir,antiviral,117,400.0,46800.0
P6276,2023-05-15,C070,F005,Paracetamol,analgésico,79,0.15,11.85
P6277,2021-11-10,C128,F004,Remdesivir,antiviral,92,400.0,36800.0
P6278,2022-11-01,C058,F007,Metformina,antidiabético,54,0.18,9.72
P6279,2022-09-17,C131,F004,Remdesivir,antiviral,1,400.0,400.0
P6280,2023-12-26,C193,F001,Insulina Lantus,hormona,73,22.0,1606.0
P6281,2022-02-16,C019,F002,Amoxicilina,antibiótico,51,0.3,15.3
P6282,2021-02-06,C172,F002,Amoxicilina,antibiótico,27,0.3,8.1
P6283,2022-12-16,C170,F001,Insulina Lantus,hormona,10,22.0,220.0
P6284,2023-03-11,C152,F001,Insulina Lantus,hormona,76,22.0,1672.0
P6285,2021-05-20,C107,F001,Insulina Lantus,hormona,90,22.0,1980.0
P6286,2022-11-07,C115,F007,Metformina,antidiabético,36,0.18,6.48
P6287,2023-05-30,C183,F007,Metformina,antidiabético,75,0.18,13.5
P6288,2023-11-10,C042,F003,Ventolin,broncodilatador,79,4.75,375.25
P6289,2022-06-16,C073,F003,Ventolin,broncodilatador,86,4.75,408.5
P6290,2023-10-09,C088,F002,Amoxicilina,antibiótico,97,0.3,29.1
P6291,2023-07-28,C146,F001,Insulina Lantus,hormona,92,22.0,2024.0
P6292,2023-02-02,C184,F005,Paracetamol,analgésico,25,0.15,3.75
P6293,2021-02-21,C186,F004,Remdesivir,antiviral,118,400.0,47200.0
P6294,2022-02-23,C124,F001,Insulina Lantus,hormona,35,22.0,770.0
P6295,2023-02-27,C168,F001,Insulina Lantus,hormona,96,22.0,2112.0
P6296,2023-03-09,C116,F003,Ventolin,broncodilatador,12,4.75,57.0
P6297,2024-03-07,C009,F001,Insulina Lantus,hormona,48,22.0,1056.0
P6298,2021-04-23,C102,F004,Remdesivir,antiviral,28,400.0,11200.0
P6299,2022-11-29,C171,F001,Insulina Lantus,hormona,19,22.0,418.0
P6300,2024-06-16,C033,F002,Amoxicilina,antibiótico,122,0.3,36.6
P6301,2022-10-04,C139,F003,Ventolin,broncodilatador,92,4.75,437.0
P6302,2022-01-03,C110,F006,Augmentine,antibiótico,56,0.45,25.2
P6303,2024-07-16,C156,F003,Ventolin,broncodilatador,2,4.75,9.5
P6304,2024-07-09,C145,F004,Remdesivir,antiviral,24,400.0,9600.0
P6305,2022-08-31,C107,F005,Paracetamol,analgésico,91,0.15,13.65
P6306,2024-06-28,C059,F007,Metformina,antidiabético,98,0.18,17.64
P6307,2022-01-11,C112,F004,Remdesivir,antiviral,20,400.0,8000.0
P6308,2024-06-02,C099,F002,Amoxicilina,antibiótico,59,0.3,17.7
P6309,2021-09-03,C049,F005,Paracetamol,analgésico,44,0.15,6.6
P6310,2024-09-22,C188,F004,Remdesivir,antiviral,69,400.0,27600.0
P6311,2024-08-08,C108,F001,Insulina Lantus,hormona,35,22.0,770.0
P6312,2022-11-11,C046,F001,Insulina Lantus,hormona,16,22.0,352.0
P6313,2024-11-21,C081,F002,Amoxicilina,antibiótico,45,0.3,13.5
P6314,2024-07-18,C007,F005,Paracetamol,analgésico,12,0.15,1.8
P6315,2022-07-28,C088,F007,Metformina,antidiabético,82,0.18,14.76
P6316,2022-03-20,C097,F006,Augmentine,antibiótico,58,0.45,26.1
P6317,2022-05-21,C177,F004,Remdesivir,antiviral,79,400.0,31600.0
P6318,2023-10-26,C183,F001,Insulina Lantus,hormona,57,22.0,1254.0
P6319,2022-03-20,C112,F003,Ventolin,broncodilatador,35,4.75,166.25
P6320,2024-10-01,C020,F001,Insulina Lantus,hormona,98,22.0,2156.0
P6321,2024-12-13,C183,F006,Augmentine,antibiótico,85,0.45,38.25
P6322,2021-11-16,C091,F004,Remdesivir,antiviral,7,400.0,2800.0
P6323,2024-08-18,C141,F007,Metformina,antidiabético,83,0.18,14.94
P6324,2022-03-12,C037,F007,Metformina,antidiabético,20,0.18,3.6
P6325,2023-11-16,C198,F002,Amoxicilina,antibiótico,56,0.3,16.8
P6326,2022-06-01,C183,F001,Insulina Lantus,hormona,75,22.0,1650.0
P6327,2021-08-01,C001,F004,Remdesivir,antiviral,88,400.0,35200.0
P6328,2024-12-02,C191,F001,Insulina Lantus,hormona,98,22.0,2156.0
P6329,2024-11-28,C082,F002,Amoxicilina,antibiótico,32,0.3,9.6
P6330,2024-12-25,C143,F005,Paracetamol,analgésico,94,0.15,14.1
P6331,2021-09-10,C118,F004,Remdesivir,antiviral,1,400.0,400.0
P6332,2021-06-23,C113,F003,Ventolin,broncodilatador,69,4.75,327.75
P6333,2022-03-16,C028,F003,Ventolin,broncodilatador,1,4.75,4.75
P6334,2024-03-31,C064,F002,Amoxicilina,antibiótico,46,0.3,13.8
P6335,2023-09-02,C044,F001,Insulina Lantus,hormona,78,22.0,1716.0
P6336,2022-07-23,C120,F002,Amoxicilina,antibiótico,56,0.3,16.8
P6337,2022-11-30,C147,F005,Paracetamol,analgésico,82,0.15,12.3
P6338,2023-03-23,C101,F001,Insulina Lantus,hormona,31,22.0,682.0
P6339,2022-08-13,C027,F006,Augmentine,antibiótico,63,0.45,28.35
P6340,2024-09-06,C013,F007,Metformina,antidiabético,55,0.18,9.9
P6341,2022-12-28,C148,F007,Metformina,antidiabético,1,0.18,0.18
P6342,2022-07-03,C043,F003,Ventolin,broncodilatador,12,4.75,57.0
P6343,2023-04-24,C089,F003,Ventolin,broncodilatador,114,4.75,541.5
P6344,2024-06-02,C097,F005,Paracetamol,analgésico,56,0.15,8.4
P6345,2024-10-03,C024,F004,Remdesivir,antiviral,47,400.0,18800.0
P6346,2024-07-07,C181,F005,Paracetamol,analgésico,1,0.15,0.15
P6347,2024-03-09,C045,F007,Metformina,antidiabético,114,0.18,20.52
P6348,2022-04-16,C063,F002,Amoxicilina,antibiótico,23,0.3,6.9
P6349,2023-10-09,C158,F001,Insulina Lantus,hormona,63,22.0,1386.0
P6350,2022-05-05,C069,F005,Paracetamol,analgésico,93,0.15,13.95
P6351,2021-10-11,C072,F003,Ventolin,broncodilatador,82,4.75,389.5
P6352,2023-07-25,C110,F005,Paracetamol,analgésico,73,0.15,10.95
P6353,2021-03-23,C146,F004,Remdesivir,antiviral,74,400.0,29600.0
P6354,2024-06-25,C062,F007,Metformina,antidiabético,36,0.18,6.48
P6355,2023-04-26,C014,F003,Ventolin,broncodilatador,21,4.75,99.75
P6356,2023-08-15,C177,F003,Ventolin,broncodilatador,61,4.75,289.75
P6357,2024-12-02,C027,F002,Amoxicilina,antibiótico,65,0.3,19.5
P6358,2023-02-26,C158,F005,Paracetamol,analgésico,80,0.15,12.0
P6359,2024-07-19,C152,F005,Paracetamol,analgésico,63,0.15,9.45
P6360,2021-08-06,C051,F007,Metformina,antidiabético,25,0.18,4.5
P6361,2023-04-09,C177,F003,Ventolin,broncodilatador,111,4.75,527.25
P6362,2022-10-10,C144,F003,Ventolin,broncodilatador,72,4.75,342.0
P6363,2023-02-18,C102,F001,Insulina Lantus,hormona,5,22.0,110.0
P6364,2023-03-26,C017,F001,Insulina Lantus,hormona,68,22.0,1496.0
P6365,2023-08-12,C189,F002,Amoxicilina,antibiótico,100,0.3,30.0
P6366,2024-07-07,C101,F001,Insulina Lantus,hormona,66,22.0,1452.0
P6367,2021-07-18,C200,F003,Ventolin,broncodilatador,29,4.75,137.75
P6368,2021-12-27,C073,F004,Remdesivir,antiviral,101,400.0,40400.0
P6369,2022-06-20,C043,F005,Paracetamol,analgésico,13,0.15,1.95
P6370,2021-08-07,C076,F007,Metformina,antidiabético,96,0.18,17.28
P6371,2023-07-17,C146,F001,Insulina Lantus,hormona,73,22.0,1606.0
P6372,2021-09-12,C051,F001,Insulina Lantus,hormona,38,22.0,836.0
P6373,2024-09-06,C177,F006,Augmentine,antibiótico,74,0.45,33.3
P6374,2023-08-23,C148,F002,Amoxicilina,antibiótico,5,0.3,1.5
P6375,2023-04-21,C184,F001,Insulina Lantus,hormona,32,22.0,704.0
P6376,2021-06-22,C081,F004,Remdesivir,antiviral,36,400.0,14400.0
P6377,2022-10-09,C149,F005,Paracetamol,analgésico,87,0.15,13.05
P6378,2021-07-27,C060,F003,Ventolin,broncodilatador,73,4.75,346.75
P6379,2021-10-31,C032,F007,Metformina,antidiabético,72,0.18,12.96
P6380,2023-11-29,C045,F003,Ventolin,broncodilatador,93,4.75,441.75
P6381,2024-07-03,C055,F003,Ventolin,broncodilatador,1,4.75,4.75
P6382,2022-10-27,C018,F006,Augmentine,antibiótico,54,0.45,24.3
P6383,2022-03-19,C045,F002,Amoxicilina,antibiótico,85,0.3,25.5
P6384,2021-12-27,C124,F004,Remdesivir,antiviral,59,400.0,23600.0
P6385,2021-06-08,C087,F002,Amoxicilina,antibiótico,39,0.3,11.7
P6386,2024-08-16,C018,F004,Remdesivir,antiviral,49,400.0,19600.0
P6387,2021-12-28,C095,F004,Remdesivir,antiviral,67,400.0,26800.0
P6388,2024-03-13,C095,F003,Ventolin,broncodilatador,79,4.75,375.25
P6389,2023-12-20,C083,F002,Amoxicilina,antibiótico,62,0.3,18.6
P6390,2021-01-01,C065,F007,Metformina,antidiabético,27,0.18,4.86
P6391,2022-09-02,C190,F006,Augmentine,antibiótico,18,0.45,8.1
P6392,2022-04-11,C119,F004,Remdesivir,antiviral,74,400.0,29600.0
P6393,2021-06-12,C047,F006,Augmentine,antibiótico,49,0.45,22.05
P6394,2022-07-19,C194,F001,Insulina Lantus,hormona,47,22.0,1034.0
P6395,2022-08-10,C182,F006,Augmentine,antibiótico,39,0.45,17.55
P6396,2022-08-16,C043,F002,Amoxicilina,antibiótico,26,0.3,7.8
P6397,2024-09-07,C055,F003,Ventolin,broncodilatador,25,4.75,118.75
P6398,2024-02-22,C163,F006,Augmentine,antibiótico,3,0.45,1.35
P6399,2022-03-23,C076,F006,Augmentine,antibiótico,101,0.45,45.45
P6400,2024-09-08,C188,F002,Amoxicilina,antibiótico,88,0.3,26.4
P6401,2024-02-19,C003,F006,Augmentine,antibiótico,60,0.45,27.0
P6402,2024-02-19,C093,F004,Remdesivir,antiviral,59,400.0,23600.0
P6403,2023-02-21,C115,F007,Metformina,antidiabético,49,0.18,8.82
P6404,2021-08-24,C134,F007,Metformina,antidiabético,31,0.18,5.58
P6405,2024-12-18,C161,F003,Ventolin,broncodilatador,69,4.75,327.75
P6406,2024-06-08,C127,F006,Augmentine,antibiótico,114,0.45,51.3
P6407,2021-08-13,C097,F005,Paracetamol,analgésico,60,0.15,9.0
P6408,2023-07-01,C106,F006,Augmentine,antibiótico,78,0.45,35.1
P6409,2023-05-05,C032,F004,Remdesivir,antiviral,85,400.0,34000.0
P6410,2022-05-01,C153,F003,Ventolin,broncodilatador,87,4.75,413.25
P6411,2021-06-04,C116,F004,Remdesivir,antiviral,1,400.0,400.0
P6412,2022-04-26,C077,F003,Ventolin,broncodilatador,28,4.75,133.0
P6413,2022-10-08,C125,F007,Metformina,antidiabético,73,0.18,13.14
P6414,2022-08-31,C092,F007,Metformina,antidiabético,35,0.18,6.3
P6415,2022-09-07,C179,F007,Metformina,antidiabético,10,0.18,1.8
P6416,2024-05-12,C080,F004,Remdesivir,antiviral,76,400.0,30400.0
P6417,2024-08-11,C128,F007,Metformina,antidiabético,82,0.18,14.76
P6418,2023-07-25,C003,F006,Augmentine,antibiótico,91,0.45,40.95
P6419,2024-07-23,C002,F004,Remdesivir,antiviral,9,400.0,3600.0
P6420,2023-04-08,C090,F001,Insulina Lantus,hormona,3,22.0,66.0
P6421,2024-05-04,C077,F002,Amoxicilina,antibiótico,1,0.3,0.3
P6422,2022-10-18,C107,F001,Insulina Lantus,hormona,112,22.0,2464.0
P6423,2023-12-02,C146,F001,Insulina Lantus,hormona,86,22.0,1892.0
P6424,2023-08-08,C120,F002,Amoxicilina,antibiótico,39,0.3,11.7
P6425,2023-07-07,C008,F001,Insulina Lantus,hormona,52,22.0,1144.0
P6426,2023-01-15,C192,F002,Amoxicilina,antibiótico,90,0.3,27.0
P6427,2024-05-17,C053,F006,Augmentine,antibiótico,55,0.45,24.75
P6428,2024-01-23,C074,F006,Augmentine,antibiótico,49,0.45,22.05
P6429,2024-12-02,C022,F002,Amoxicilina,antibiótico,92,0.3,27.6
P6430,2023-06-04,C115,F003,Ventolin,broncodilatador,42,4.75,199.5
P6431,2021-12-10,C058,F003,Ventolin,broncodilatador,79,4.75,375.25
P6432,2022-10-05,C119,F005,Paracetamol,analgésico,80,0.15,12.0
P6433,2024-12-24,C180,F001,Insulina Lantus,hormona,46,22.0,1012.0
P6434,2022-08-26,C064,F006,Augmentine,antibiótico,87,0.45,39.15
P6435,2021-01-08,C033,F004,Remdesivir,antiviral,118,400.0,47200.0
P6436,2021-05-05,C087,F003,Ventolin,broncodilatador,58,4.75,275.5
P6437,2021-02-26,C088,F001,Insulina Lantus,hormona,84,22.0,1848.0
P6438,2023-09-08,C108,F003,Ventolin,broncodilatador,15,4.75,71.25
P6439,2023-09-04,C162,F001,Insulina Lantus,hormona,1,22.0,22.0
P6440,2023-03-08,C151,F002,Amoxicilina,antibiótico,87,0.3,26.1
P6441,2021-03-27,C112,F004,Remdesivir,antiviral,19,400.0,7600.0
P6442,2023-03-10,C194,F005,Paracetamol,analgésico,67,0.15,10.05
P6443,2023-11-02,C060,F004,Remdesivir,antiviral,92,400.0,36800.0
P6444,2022-08-16,C037,F007,Metformina,antidiabético,43,0.18,7.74
P6445,2024-01-27,C134,F002,Amoxicilina,antibiótico,32,0.3,9.6
P6446,2023-07-02,C179,F007,Metformina,antidiabético,1,0.18,0.18
P6447,2021-05-29,C066,F003,Ventolin,broncodilatador,89,4.75,422.75
P6448,2023-09-06,C124,F007,Metformina,antidiabético,44,0.18,7.92
P6449,2024-11-07,C179,F005,Paracetamol,analgésico,5,0.15,0.75
P6450,2022-12-04,C163,F002,Amoxicilina,antibiótico,14,0.3,4.2
P6451,2024-02-26,C031,F001,Insulina Lantus,hormona,1,22.0,22.0
P6452,2024-05-01,C070,F003,Ventolin,broncodilatador,114,4.75,541.5
P6453,2022-12-04,C169,F002,Amoxicilina,antibiótico,5,0.3,1.5
P6454,2023-01-02,C130,F006,Augmentine,antibiótico,45,0.45,20.25
P6455,2023-06-26,C015,F002,Amoxicilina,antibiótico,38,0.3,11.4
P6456,2023-06-19,C008,F004,Remdesivir,antiviral,45,400.0,18000.0
P6457,2024-05-25,C014,F002,Amoxicilina,antibiótico,38,0.3,11.4
P6458,2024-02-19,C177,F003,Ventolin,broncodilatador,69,4.75,327.75
P6459,2022-02-07,C187,F003,Ventolin,broncodilatador,87,4.75,413.25
P6460,2024-08-30,C175,F003,Ventolin,broncodilatador,78,4.75,370.5
P6461,2021-04-16,C061,F003,Ventolin,broncodilatador,119,4.75,565.25
P6462,2021-04-05,C075,F003,Ventolin,broncodilatador,40,4.75,190.0
P6463,2021-09-16,C124,F001,Insulina Lantus,hormona,39,22.0,858.0
P6464,2022-03-24,C113,F006,Augmentine,antibiótico,93,0.45,41.85
P6465,2023-03-28,C009,F002,Amoxicilina,antibiótico,43,0.3,12.9
P6466,2021-02-16,C143,F001,Insulina Lantus,hormona,75,22.0,1650.0
P6467,2023-02-24,C080,F007,Metformina,antidiabético,61,0.18,10.98
P6468,2022-01-28,C135,F002,Amoxicilina,antibiótico,81,0.3,24.3
P6469,2024-03-07,C162,F002,Amoxicilina,antibiótico,14,0.3,4.2
P6470,2021-03-10,C199,F006,Augmentine,antibiótico,45,0.45,20.25
P6471,2022-05-16,C164,F005,Paracetamol,analgésico,74,0.15,11.1
P6472,2022-11-24,C123,F005,Paracetamol,analgésico,1,0.15,0.15
P6473,2023-08-23,C024,F007,Metformina,antidiabético,33,0.18,5.94
P6474,2024-12-10,C026,F007,Metformina,antidiabético,59,0.18,10.62
P6475,2022-07-15,C029,F007,Metformina,antidiabético,61,0.18,10.98
P6476,2024-11-02,C077,F006,Augmentine,antibiótico,25,0.45,11.25
P6477,2022-01-17,C123,F003,Ventolin,broncodilatador,18,4.75,85.5
P6478,2023-11-19,C052,F003,Ventolin,broncodilatador,52,4.75,247.0
P6479,2022-06-28,C157,F001,Insulina Lantus,hormona,80,22.0,1760.0
P6480,2022-03-20,C002,F006,Augmentine,antibiótico,40,0.45,18.0
P6481,2023-12-17,C193,F003,Ventolin,broncodilatador,87,4.75,413.25
P6482,2023-09-18,C066,F001,Insulina Lantus,hormona,63,22.0,1386.0
P6483,2022-04-23,C155,F004,Remdesivir,antiviral,94,400.0,37600.0
P6484,2021-12-14,C177,F004,Remdesivir,antiviral,86,400.0,34400.0
P6485,2022-02-05,C003,F006,Augmentine,antibiótico,80,0.45,36.0
P6486,2024-02-07,C163,F005,Paracetamol,analgésico,40,0.15,6.0
P6487,2021-12-25,C084,F004,Remdesivir,antiviral,56,400.0,22400.0
P6488,2021-09-25,C003,F007,Metformina,antidiabético,87,0.18,15.66
P6489,2023-08-25,C057,F002,Amoxicilina,antibiótico,71,0.3,21.3
P6490,2021-04-02,C162,F005,Paracetamol,analgésico,1,0.15,0.15
P6491,2024-06-29,C073,F003,Ventolin,broncodilatador,67,4.75,318.25
P6492,2024-10-13,C073,F005,Paracetamol,analgésico,72,0.15,10.8
P6493,2024-01-12,C169,F006,Augmentine,antibiótico,5,0.45,2.25
P6494,2021-05-31,C197,F004,Remdesivir,antiviral,28,400.0,11200.0
P6495,2023-05-23,C131,F002,Amoxicilina,antibiótico,4,0.3,1.2
P6496,2024-12-15,C003,F002,Amoxicilina,antibiótico,85,0.3,25.5
P6497,2021-02-24,C174,F001,Insulina Lantus,hormona,58,22.0,1276.0
P6498,2022-10-14,C152,F001,Insulina Lantus,hormona,68,22.0,1496.0
P6499,2024-05-04,C109,F002,Amoxicilina,antibiótico,31,0.3,9.3
P6500,2022-10-11,C051,F005,Paracetamol,analgésico,16,0.15,2.4
P6501,2022-10-10,C063,F004,Remdesivir,antiviral,7,400.0,2800.0
P6502,2024-11-28,C047,F005,Paracetamol,analgésico,64,0.15,9.6
P6503,2022-03-29,C132,F003,Ventolin,broncodilatador,22,4.75,104.5
P6504,2021-01-01,C045,F003,Ventolin,broncodilatador,90,4.75,427.5
P6505,2022-12-16,C064,F007,Metformina,antidiabético,51,0.18,9.18
P6506,2024-05-03,C093,F004,Remdesivir,antiviral,28,400.0,11200.0
P6507,2022-02-24,C085,F001,Insulina Lantus,hormona,104,22.0,2288.0
P6508,2022-10-09,C195,F001,Insulina Lantus,hormona,56,22.0,1232.0
P6509,2024-07-02,C082,F006,Augmentine,antibiótico,17,0.45,7.65
P6510,2021-07-04,C104,F005,Paracetamol,analgésico,13,0.15,1.95
P6511,2023-01-02,C052,F002,Amoxicilina,antibiótico,42,0.3,12.6
P6512,2023-03-22,C020,F003,Ventolin,broncodilatador,145,4.75,688.75
P6513,2023-07-14,C170,F001,Insulina Lantus,hormona,15,22.0,330.0
P6514,2024-05-25,C097,F002,Amoxicilina,antibiótico,64,0.3,19.2
P6515,2022-01-11,C019,F006,Augmentine,antibiótico,53,0.45,23.85
